"","V2","V3","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"TCGA-A2-A0SU-01",54.6,0,0.0350795793940214,-0.0108842297940132,-0.0158056864037925,-0.0364672345056384,-0.0298314739693225,0.031501968445818,0.0359121086540925,0.0255463954307216,0.0574207205464035,-0.026290544784575,-0.0413212711242541,0.0326553513998921,0.0156068191186673,-0.0447481947112759,0.0347967693757231,-0.021265558779622,0.0855312140530581
"TCGA-A2-A0SV-01",27.1,1,0.00428512974883085,0.000767429869602773,-0.0205151029077231,0.00702740683996719,0.0192071683488257,0.0186176183402326,0.0256284242310469,0.0227308845180021,0.00910232392247364,-0.00508542582993123,0.0382472376990769,0.014966088188611,-0.00773652001983452,-0.00217229903653845,0.0299071543168683,-0.00355511484254103,-0.00354252225815522
"TCGA-A2-A0SW-01",44.84,1,0.0293426083267857,0.0784861728392479,-0.00882628954671523,0.000186432771743588,0.0368116896473259,-0.0114623209551449,0.0216328793918725,0.0186380653333844,0.00898440533378812,0.0465152831521667,0.0183885671135713,0.0245629237158718,0.013151963032733,0.0386142817288034,0.0112359167551435,0.0285928356921564,0.0166263882562515
"TCGA-A2-A0SX-01",50.39,0,0.0461576386179371,-0.00426227986280974,-0.0157612498947215,-0.0368060878157627,-0.039911727648283,-0.019536350584816,-0.0350338473736206,-0.00180134189421292,0.0295410073481253,-0.0232439781636847,-0.0293359828680014,0.0494016022939945,-0.0221345594172323,-0.0264365173617431,-0.0249104522930949,-0.0357986890289766,-0.0035081106250446
"TCGA-A2-A0SY-01",44.25,0,-0.0300451244757067,-0.0341879018759358,0.000593967459762636,0.0398722747533092,-0.0238906947721113,0.00270573367290131,0.0114469068601577,-0.00378163358916611,0.0200876503559371,-0.0357460910590209,-0.0380473858846888,-0.00822023215325338,-0.0272145899090438,-0.0213186196747728,0.00715651920735948,-0.0194122463266436,-0.00174294995829784
"TCGA-A2-A0T0-01",17.51,0,0.0730371308839083,0.0263013828639093,-0.0272135641977431,-0.0585164145615464,0.00210538379243392,0.0197994910242362,0.00683625063676862,0.0573054255294988,0.0394078875453078,0.0481395526125618,0.00619408312601433,0.065999386965675,-0.00969326762134543,-0.00404521768248118,0.0358683558234868,0.0269780565708536,0.0287068656928244
"TCGA-A2-A0T1-01",17.12,0,0.0014414713398451,0.00532669472315912,-0.00908425807191123,-0.0310134417245829,-0.000592635437602315,-0.0589977809307043,-0.0371143304871287,0.0169267714753178,-0.00746353311398024,0.023802488924338,0.0237413185043591,0.00147815366587978,0.0691925666791567,-0.00643048277847047,-0.0130023604453807,0.00388820618108798,-0.0401137800512582
"TCGA-A2-A0T2-01",8.38,1,0.0404001210530813,-0.0184948643633332,-0.00708026562586581,-0.0287853701410833,0.0276349392844383,0.0182269050396981,-0.0243521290810865,0.012827762694779,0.0433494871192468,0.0932382419308824,0.0864547397244306,0.0653046263826086,-0.0495645634882523,0.143179466497969,-0.00587199517625122,-0.0548702058722271,0.0152305422108896
"TCGA-A2-A0T4-01",20.5,0,-0.0241620169520471,-0.0387925992003665,-0.00171478128567775,0.0287447536740015,-0.0440695685768193,-0.0143770413104634,-0.00289446688646251,0.0493446041626081,-0.0255962192952339,-0.0368309995978631,-0.0336272006009361,-0.0247745314839069,-0.00900207605748058,-0.0233427048211539,0.0298504048894028,-0.0272513608950868,-0.0339209960469704
"TCGA-A2-A0T5-01",17.44,0,-0.00554498667692713,-0.0125061075824727,-0.0174122249005298,-0.00918347643165125,-0.0174888128039567,0.0280097478372206,0.00434967311359448,-0.00317638894892547,0.031294109601304,-0.0286430456416935,-0.00741438417902462,0.00973103625446738,0.0107872206996389,-0.00402819854738541,0.00670430633069801,0.00524244948018537,-0.00450387872343174
"TCGA-A2-A0T6-01",18.89,0,-0.0307355484445816,-0.0307476262364051,-0.00873630195726942,0.0365615583268814,-0.0351648705874055,-0.0142901666969847,-0.00902589604223671,0.00663807262811614,-0.0343827808234393,-0.028950171861827,-0.0354951962877753,-0.0281772318909665,-0.0207976665332846,-0.0151134660259519,0.0054707288648333,-0.0128140664457397,-0.0333285189231506
"TCGA-A2-A0T7-01",20.73,0,0.00742029953538707,-0.0294103285402793,0.00562788140883804,-0.00636334830044104,-0.0115686811666616,0.0118137461325327,0.00179572947067015,0.010502138835844,0.0124602618285398,-0.0271271941395394,-0.0164078103940532,0.00486028353961337,-0.0118492164633615,-0.00340856641939779,0.00737509912625323,-0.0514663825348038,0.0197217583023287
"TCGA-A2-A0YC-01",32.52,0,-0.0429548130130098,0.00290883834548074,-0.000296023609737099,0.00415229374741317,0.0308572340392217,0.00351602802687805,0.000178237850942593,-0.0108600472387106,-0.0224592663713976,0.0438584629231329,0.0122045140162076,-0.0393775473951854,0.0242032547494902,0.0115270068864037,0.00430301135314173,0.0442478443677407,-0.0336834236933942
"TCGA-A2-A0YD-01",25.26,0,-0.0389764662251028,-0.0338181686117406,0.0235071582241953,0.0103942788670669,-0.0241425497748447,-0.0235525908759717,-0.0242237381044647,-0.0129670267563682,-0.0513963584875741,-0.038206842190426,-0.0140575811121987,-0.0433625077633756,-0.0162065622138954,-0.0113683241191738,-0.00159304390938072,0.00285468902014933,-0.0444274138562387
"TCGA-A2-A0YE-01",18.2,0,0.0528021136005089,0.034055645273279,0.00544629793466001,-0.0495188533752331,0.0349869371653615,0.0125795601925594,-0.00116116346437471,0.0365035694840734,-0.0175301984008948,0.0568961928655432,0.0611547285217092,-0.0142556579868142,-0.0551337570744109,-0.0487842786773219,0.0127411205103187,0.0544224171596949,0.0235431001148349
"TCGA-A2-A0YF-01",50.43,0,-0.0354614407903396,0.0353646293486038,0.00330207669005952,-0.00918436944902914,0.051484409820866,0.0268056163493379,0.0375806755209056,0.00890315322911701,-0.0346660584061187,0.0653617246181031,0.0501570206207727,-0.0396444566542085,-0.0150601469310088,0.0288424922882811,0.0335783633355245,0.0446851044947504,-0.0177706756146542
"TCGA-A2-A0YG-01",21.88,0,-0.0491702268901736,-0.0542942939753371,0.0116096178850539,0.0542705123349738,-0.0236388706515441,-0.00140273431904125,0.0189153258859849,0.0150487450821681,-0.0406008638155683,-0.0357231517021188,-0.0594573761947892,-0.0453993447551826,-0.058727630479981,-0.0468903267942155,0.0343264606089151,-0.0502479796799714,-0.0327235869563908
"TCGA-A2-A0YH-01",21.65,0,0.0394294807141189,0.0638229386154062,-0.0141266501500602,-0.0510706081353148,0.0521030247572607,0.00301168466332783,0.0457316043085483,0.0491880434040516,0.00933179436362069,0.00775166077248537,0.061722008550495,0.0164526207534387,0.0849397055838293,0.0521753609169156,0.0427958792539202,0.00763490854059053,0.0243474081162251
"TCGA-A2-A0YI-01",49.44,0,-0.0420047996754784,-0.0314430079265865,0.00226201233880014,0.00197394542235831,-0.0112437422929928,-0.0422075670323087,-0.0258503604491023,-0.00798607352316017,-0.0407051625913114,-0.00308032626019444,-0.0213495572882567,-0.0345438329916286,0.00898378949625978,-0.0153280719501995,-0.0133028990858491,-0.0161081090575217,-0.0579692846424681
"TCGA-A2-A0YJ-01",18.59,0,0.0676570827917314,0.0681223958235811,-0.0192695316165624,-0.0615600286943549,0.0416258038143211,0.0298662659726997,-0.0124791687019192,0.0272830679047164,0.0553565341978402,0.0732984936658491,0.0683651687417716,0.084324340942309,-0.0313009515594128,0.0102131178695976,0.0130231914597952,-0.0170756351808332,0.00727357452899617
"TCGA-A2-A0YK-01",19.32,0,-0.000905669967444014,-0.0163548636306621,-0.0115366843214976,-0.0051536631148329,-0.0250309410923674,-0.0279557087211557,-0.00774000687647123,0.0233747981759148,0.0011971377593858,-0.0281937894058109,-0.026852120986297,-0.00367969450406855,0.0116346467743496,-0.0214527094955705,0.0159782349519123,-0.0118022060260739,-0.0146050322715243
"TCGA-A2-A0YL-01",48.42,0,0.0240687606154834,0.00980035173843237,-0.0231280896436109,-0.0276147407854962,0.00540035462343737,0.0306896596033262,0.0108174851428282,0.0124473620855157,0.0308404253653072,-0.022778598183574,0.00605288618559376,0.0167869731537334,0.0184341112202707,-0.00536152920837163,0.0210363201185923,-0.00291231938864615,0.0274000111507923
"TCGA-A2-A0YM-01",31.7,0,0.017154175035921,-0.0411518550014165,-0.00876197111594325,0.023301221006911,-0.0605264576370572,0.00584999781714498,-0.047331081429093,-0.0030813981702346,0.0259176654806339,-0.0231060906384009,-0.0323213368749486,0.0423050230797171,-0.0388179668448786,-0.0266513979255508,-0.0180833383164299,-0.0619153047229383,-0.0316137421385806
"TCGA-A2-A0YT-01",23.75,1,0.0269199645843974,0.0281483755206344,-0.0153285415381842,0.00409402917694225,0.0718321798274172,0.0452063101054092,0.0673511205482569,0.0315438157860273,0.0477127351390346,0.0783554176683131,0.0887955754847839,0.0441704621329097,0.0593867087145616,0.0603446909754511,0.0567032529721279,0.0554034999642528,0.0776862799304721
"TCGA-A2-A1FV-01",23.46,0,-0.0700228358036115,0.0448315383069632,0.00943116983439381,0.0552061176918265,0.0726326475834736,0.0154091060462056,-0.00353706132611686,-0.0378988842120379,-0.0423245830653824,-0.0258847887656595,0.0608984465060317,-0.0505322476634763,0.062494844751674,0.122669850670705,-0.00034381067233392,0.0807195352299026,-0.0393346022827569
"TCGA-A2-A1FW-01",17.35,0,-0.0298920109136514,0.015607854994574,0.00203254387306516,0.0251236054815743,0.0462088636689909,0.0253620671508728,0.0401879645793874,-0.00958253767535418,0.0150941675297837,0.0518779938696038,0.00115156969613262,-0.0164960055843479,-0.0754455189970515,0.0282375909830581,0.031342300401978,0.048043754607369,-0.00105583148989652
"TCGA-A2-A1FX-01",60.68,0,-0.00695422981661127,0.0443434363165912,-0.0265550476224937,0.00388045569273799,0.0429598804521814,0.0257491890172955,0.0362308069817929,-0.00477289580408222,-0.0246584180155148,0.0326863315636405,0.065804391073376,-0.0191899642343156,-0.00714796111308519,0.038259537922752,0.0218508502545925,-0.00543236502694148,0.00103197877650907
"TCGA-A2-A1FZ-01",22.44,0,-0.0238364805290019,-0.0315707995091255,0.0307378338619479,0.0147313717392424,-0.0393664742443027,-0.0229516131768909,-0.0203159930892356,-0.0241020486158649,-0.0531264229018861,-0.036026816759203,-0.0467478330234459,-0.044758553025241,-0.00078445586075941,-0.037436515161432,-0.0181870736369193,-0.00300159441093333,-0.00932593131082012
"TCGA-A2-A1G0-01",20.24,0,0.0207726232696543,0.0332663595245666,-0.0124516278984488,-0.0402318238841652,0.0174323932183308,0.0177005080362067,0.015637451558934,-0.0183952663902904,0.00858252001780256,0.0113423584358492,-0.00484714923558173,0.00437376264400284,-0.0135894705477469,-0.000550987594320593,-0.00516021000107508,0.0223350436688922,0.0208818701432322
"TCGA-A2-A1G1-01",19.19,0,0.0492645590101885,0.00614111391567044,-0.020179191222598,-0.000485503043482749,0.000605230493649178,-0.0163681117496574,-0.024187210998303,-0.00662879857556766,0.0633323707621957,0.0174919470974819,0.0356473310316624,0.0726559554865022,-0.00123984718362552,0.0687731018505764,-0.0232350686313212,0.0243345580726028,0.0189029803905208
"TCGA-A2-A1G4-01",19.55,0,-0.0357826894379524,-0.017455667212012,0.00408015606292697,0.0335411915704225,-0.0293648213530387,0.0186789818787246,0.0159489423121038,-0.014514491475378,0.0106590785434085,-0.0126092406939873,-0.0233491932797217,-0.0183662963229769,-0.0485252031543321,-0.0276616582518742,0.00614324604502113,-0.0191342265861429,0.000122286181378789
"TCGA-A2-A1G6-01",16.46,0,0.046325530575348,-0.0222377533529061,-0.0194189319987491,-0.040348269727065,-0.0465726694741903,0.0376744855791605,-0.00908564847271555,-0.0204688556144626,0.0363233533205416,-0.037857898088514,-0.035210111245235,0.0228398714211922,0.0387769740104897,-0.0331563667425362,-0.0110168874662406,-0.049445291995565,0.0445704188753217
"TCGA-A2-A259-01",52.43,0,-0.0130198271187826,-0.0222710833619354,0.0166887926236781,-0.0254930517674841,-0.0266655404270099,-0.0149820949469154,-0.0152951324211571,-0.0281717863531,0.00398580370966863,-0.0278207935479294,-0.0306733569563242,-0.00584233075467188,0.0147311624230591,-0.0316938252269708,-0.0289883141481922,-0.0375313947178115,-0.00973343545401657
"TCGA-A2-A25A-01",107.62,0,-0.0118160354151538,-0.0310302950517563,0.0125924302269762,0.00301599802662569,-0.013934571860273,-0.0110280248909112,-0.0269916290698359,-0.0238317793244616,-0.00191392152489123,-0.0236643308706446,-0.013517386425109,-0.0149111876913314,0.0155999930965739,-0.010358231423198,-0.0248462674656706,-0.00345550515468862,-0.0026832341726636
"TCGA-A2-A25B-01",42.41,0,-0.00300719747832527,0.0601861531832473,0.00155648804545625,-0.00668150124648321,0.0594046717693706,0.0180172604824408,0.0287462512128986,0.000571910038074457,0.0270706777803932,0.0975488356376148,-0.00599811279881761,0.00526731515073853,0.0302666330909919,0.000965958739319173,0.0230772855582117,0.0617604989167551,0.0197627330205063
"TCGA-A2-A25C-01",17.18,0,-0.0360285051948357,-0.0355371496551211,0.018918490324358,0.000186621152204812,-0.0101894758973352,-0.00942541290134705,-0.00756459834510311,-0.0438909823526279,-0.0248799475163084,-0.0122392285702085,-0.0303933010230207,-0.0322905113287204,-0.000115325790641376,-0.0129896443654567,-0.0334642866093595,-0.026724048089981,-0.017013114147411
"TCGA-A2-A25D-01",18.13,0,0.000106625414890699,0.0363799700691676,0.0119817740883175,-0.00103921179315241,-0.0071969670670331,-0.0208920077614165,-0.00179131404294243,-0.0318391924984084,0.024646451535869,-0.0135323435915527,-0.0187941741246976,0.0206417767019779,-0.0155212623036948,-0.0173487240559672,-0.0267265023185422,-0.037570297675543,-0.00717224516456955
"TCGA-A2-A25E-01",105.26,0,-0.0215308078164807,0.00944568137016982,0.0127841150116308,-0.00585250955818262,0.0364467548155397,0.00511294366952035,0.00287687647621824,-0.0304852741647539,0.0433818355721413,-0.00319202534377798,0.0619670320639221,0.0177334495120689,0.0877144699296798,0.0361810021655014,-0.0122366028648237,0.0434200693434915,0.00129379273493236
"TCGA-A2-A25F-01",10.58,0,0.00654489343551941,-0.0175099916697296,0.00968417156361053,-0.0211797709217671,-0.0473051598609062,-0.109019001047896,-0.0813218475076889,-0.0391913786200418,0.00116339972558844,-0.0246435111148016,-0.0268993800368135,0.00699236381570199,0.0360540345053904,-0.0323352617289597,-0.0756410065730449,-0.0428392447280776,-0.0553253981839527
"TCGA-A2-A3KC-01",36.2,0,-0.00719708114958408,-0.0164692893231958,0.0137705268046465,0.0250553556099493,-0.0293462566472807,-0.00135927342419414,-0.0102123402632682,-0.017040278144603,-0.0458003157829145,-0.026857584524705,-0.0319760635144093,-0.0293839582724518,-0.0124600507054239,-0.0307737683861519,-0.00762164226521488,-0.00400769628799512,-0.00686989181002788
"TCGA-A2-A3KD-01",39.62,0,-0.0021167716130778,-0.0191242005989153,0.00708068887014368,-0.0174565818704321,-0.00391355170776518,0.0135431351964145,-0.018812269791127,-0.015331230119012,0.00525569414102426,0.0206928803580074,0.0167206859140366,-0.00514927802486991,0.0315015829417979,0.00751136728982755,-0.00948238619624095,0.0167787704888516,0.00221975899550476
"TCGA-A2-A3XS-01",33.9,1,-0.00243607134427336,-0.0400573094676281,0.00984519805375874,0.00263132073918096,-0.0201464091163166,-0.0279000005726994,-0.0637197713861452,-0.0269401047029498,-0.0163860636906322,0.00378505010978423,0.0198403631423266,0.00277146476397176,-0.0275801860198251,0.0427452830052545,-0.0558926219253189,-0.0574859891972276,-0.0448652038976985
"TCGA-A2-A3XT-01",91,0,0.0474596136996839,-0.00100161492601052,-0.00802536784472075,-0.0274148956666422,-0.0174633385740629,-0.0198359841849799,-0.0390512131168316,-0.00521149924414193,0.0523791018120354,0.00195177984959231,-0.00413757656318447,0.0807505528808722,-0.0231914312020984,0.0115275508824245,-0.030906096902966,-0.0483926191505182,-0.00346160893092048
"TCGA-A2-A3XU-01",29.96,1,0.121575199194512,0.0122033963093752,-0.0249002585871695,-0.0273468467648733,-0.0200363694941899,0.0757765369383585,0.045463665312905,0.0128897786941555,0.131420124012616,0.0285860533444342,-0.00638219541972525,0.147057200453228,-0.0362279297799757,-0.0581720315366016,0.013895056810491,0.00505004795501005,0.122259793369218
"TCGA-A2-A3XV-01",32.72,0,-0.00502914589639802,-0.00824286248054456,-0.0212032636404471,0.0469170789586661,-0.0299119679268517,0.00878162137848688,0.00340155322600269,0.0112154731001643,0.0244000018034128,-0.0185458449167885,-0.0328626322301731,0.00640243161249385,-0.0402563032709681,-0.0460710104835568,0.0162490071610583,-0.00136048100334888,-0.0118206772850034
